Design Study 1
Scenarios/Iterations:, 200
Parameter Constraint or Goal,Format,Unit,Initial Value,Scenario 1,Scenario 2,Scenario 3,Scenario 4,Scenario 5,Scenario 6,Scenario 7,Scenario 8,Scenario 9,Scenario 10,Scenario 11,Scenario 12,Scenario 13,Scenario 14,Scenario 15,Scenario 16,Scenario 17,Scenario 18,Scenario 19,Scenario 20,Scenario 21,Scenario 22,Scenario 23,Scenario 24,Scenario 25,Scenario 26,Scenario 27,Scenario 28,Scenario 29,Scenario 30,Scenario 31,Scenario 32,Scenario 33,Scenario 34,Scenario 35,Scenario 36,Scenario 37,Scenario 38,Scenario 39,Scenario 40,Scenario 41,Scenario 42,Scenario 43,Scenario 44,Scenario 45,Scenario 46,Scenario 47,Scenario 48,Scenario 49,Scenario 50,Scenario 51,Scenario 52,Scenario 53,Scenario 54,Scenario 55,Scenario 56,Scenario 57,Scenario 58,Scenario 59,Scenario 60,Scenario 61,Scenario 62,Scenario 63,Scenario 64,Scenario 65,Scenario 66,Scenario 67,Scenario 68,Scenario 69,Scenario 70,Scenario 71,Scenario 72,Scenario 73,Scenario 74,Scenario 75,Scenario 76,Scenario 77,Scenario 78,Scenario 79,Scenario 80,Scenario 81,Scenario 82,Scenario 83,Scenario 84,Scenario 85,Scenario 86,Scenario 87,Scenario 88,Scenario 89,Scenario 90,Scenario 91,Scenario 92,Scenario 93,Scenario 94,Scenario 95,Scenario 96,Scenario 97,Scenario 98,Scenario 99,Scenario 100,Scenario 101,Scenario 102,Scenario 103,Scenario 104,Scenario 105,Scenario 106,Scenario 107,Scenario 108,Scenario 109,Scenario 110,Scenario 111,Scenario 112,Scenario 113,Scenario 114,Scenario 115,Scenario 116,Scenario 117,Scenario 118,Scenario 119,Scenario 120,Scenario 121,Scenario 122,Scenario 123,Scenario 124,Scenario 125,Scenario 126,Scenario 127,Scenario 128,Scenario 129,Scenario 130,Scenario 131,Scenario 132,Scenario 133,Scenario 134,Scenario 135,Scenario 136,Scenario 137,Scenario 138,Scenario 139,Scenario 140,Scenario 141,Scenario 142,Scenario 143,Scenario 144,Scenario 145,Scenario 146,Scenario 147,Scenario 148,Scenario 149,Scenario 150,Scenario 151,Scenario 152,Scenario 153,Scenario 154,Scenario 155,Scenario 156,Scenario 157,Scenario 158,Scenario 159,Scenario 160,Scenario 161,Scenario 162,Scenario 163,Scenario 164,Scenario 165,Scenario 166,Scenario 167,Scenario 168,Scenario 169,Scenario 170,Scenario 171,Scenario 172,Scenario 173,Scenario 174,Scenario 175,Scenario 176,Scenario 177,Scenario 178,Scenario 179,Scenario 180,Scenario 181,Scenario 182,Scenario 183,Scenario 184,Scenario 185,Scenario 186,Scenario 187,Scenario 188,Scenario 189,Scenario 190,Scenario 191,Scenario 192,Scenario 193,Scenario 194,Scenario 195,Scenario 196,Scenario 197,Scenario 198,Scenario 199,Scenario 200
CS OD,,N/A,0.023350,0.023350,0.025850,0.025850,0.025850,0.025850,0.025850,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023000,0.023350,0.025850,0.019850,0.025850,0.023350,0.023350,0.023350,0.023350,0.025000,0.023350,0.023350,0.022000,0.017350,0.020500,0.023350,0.022000,0.023350,0.020500,0.020500,0.023350,0.023350,0.023350,0.023350,0.023350,0.020000,0.020000,0.017350,0.023350,0.023350,0.023350,0.018000,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.017500,0.023350,0.023350,0.023350,0.023350,0.022000,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.033350,0.017500,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.030500,0.024850,0.023350,0.023350,0.023350,0.023350,0.023350,0.033350,0.023350,0.023350,0.023350,0.023350,0.023350,0.022200,0.021500,0.032500,0.023350,0.023350,0.017350,0.017350,0.017350,0.023350,0.025000,0.023350,0.023350,0.023350,0.023350,0.023350,0.022000,0.023350,0.023350,0.019000,0.023350,0.023350,0.023350,0.023350,0.023350,0.026500,0.023350,0.023350,0.023350,0.023350,0.023350,0.025400,0.022200,0.027050,0.023350,0.022000,0.030000,0.022000,0.018000,0.023350,0.023350,0.023350,0.023350,0.023350,0.025000,0.023350,0.023350,0.023350,0.023350,0.030000,0.023350,0.017350,0.023350,0.017350,0.023350,0.023350,0.022500,0.023350,0.023350,0.023350,0.017350,0.023350,0.023350,0.026500,0.024000,0.020500,0.021250,0.017350,0.020500,0.020000,0.023350,0.023350,0.023350,0.030000,0.030000,0.023350,0.023350,0.023350,0.023350,0.023350,0.020000,0.021500,0.023350,0.023350,0.017000,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.023350,0.045000,0.023350,0.030000,0.030000,0.023350,0.023350,0.023350,0.042500,0.023350,0.023350,0.023350,0.023350,0.021250,0.023350,0.023350,0.023350,0.040000
SS OD,,N/A,0.013000,0.013000,0.014000,0.014000,0.014000,0.014000,0.014000,0.013000,0.015000,0.013000,0.013000,0.013000,0.013000,0.013000,0.013000,0.013000,0.013000,0.013250,0.013000,0.014750,0.015000,0.014000,0.013000,0.013000,0.013000,0.015000,0.012750,0.013000,0.014500,0.017000,0.010500,0.013000,0.013000,0.018500,0.013000,0.013000,0.013000,0.013000,0.013000,0.013000,0.013000,0.013000,0.014000,0.014000,0.010500,0.013000,0.013000,0.013000,0.013500,0.015000,0.013000,0.013000,0.013000,0.015000,0.015000,0.016500,0.013000,0.016500,0.013000,0.013000,0.013000,0.017000,0.013000,0.013000,0.013000,0.015000,0.013000,0.013000,0.018000,0.012500,0.014000,0.015000,0.015000,0.013000,0.013000,0.015500,0.015000,0.016500,0.016500,0.013000,0.013000,0.013000,0.013000,0.013000,0.018000,0.013000,0.013000,0.013000,0.013000,0.013000,0.016000,0.013000,0.015500,0.013000,0.013000,0.010500,0.010500,0.010500,0.013000,0.019000,0.013000,0.015000,0.013000,0.013000,0.013000,0.017000,0.013000,0.013000,0.019000,0.013000,0.013000,0.013000,0.013000,0.013000,0.018000,0.013000,0.013000,0.013000,0.013000,0.013000,0.019000,0.016000,0.019000,0.013000,0.019000,0.019000,0.017000,0.013500,0.013000,0.013000,0.013000,0.013000,0.016000,0.016500,0.013000,0.013000,0.013000,0.013000,0.014000,0.013000,0.010500,0.013000,0.010500,0.013000,0.013000,0.013000,0.013000,0.015000,0.013000,0.010500,0.015000,0.013000,0.016500,0.013000,0.013000,0.010500,0.010500,0.013000,0.014000,0.013000,0.013000,0.013000,0.019000,0.019000,0.013000,0.015000,0.013000,0.013000,0.013000,0.014000,0.013000,0.013000,0.013000,0.017000,0.013000,0.013000,0.013000,0.013000,0.015000,0.013000,0.013000,0.013000,0.013000,0.013000,0.029000,0.013000,0.021500,0.021500,0.013000,0.019000,0.017500,0.026500,0.013000,0.013000,0.013000,0.013000,0.012500,0.016500,0.013000,0.013000,0.029000
ST OD,,N/A,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.028600,0.031800,0.028600,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.028600,0.031800,0.028600,0.031800,0.028600,0.028600,0.031800,0.031800,0.031800,0.028600,0.028600,0.032800,0.031800,0.031800,0.031800,0.031800,0.037000,0.037000,0.031000,0.029000,0.031000,0.031800,0.029000,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.028600,0.031800,0.027000,0.027000,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.028600,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.025000,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.030000,0.030000,0.031800,0.029600,0.028600,0.033000,0.031800,0.031800,0.028600,0.028600,0.028600,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.028600,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.027200,0.031800,0.030400,0.027200,0.031800,0.027200,0.031800,0.031800,0.034900,0.034900,0.031800,0.028600,0.028600,0.040000,0.028600,0.029000,0.028600,0.031800,0.031800,0.031800,0.031800,0.040000,0.031800,0.031800,0.031800,0.028600,0.028600,0.031800,0.028600,0.031800,0.028600,0.031800,0.031800,0.028600,0.031800,0.035000,0.031800,0.028600,0.035000,0.028900,0.031800,0.031800,0.031800,0.028600,0.028600,0.031800,0.037000,0.031800,0.031800,0.031800,0.034900,0.034900,0.031800,0.034900,0.031800,0.031800,0.031800,0.026000,0.028600,0.031800,0.034600,0.028600,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.040000,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.031800,0.028600,0.031800,0.031800,0.031800,0.031800
CS F,,m,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.018,0.016,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.018,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.005,0.015,0.015,0.015,0.015
HT LX,,N/A,0.049100,0.043500,0.050700,0.052400,0.051400,0.052600,0.050400,0.043500,0.038400,0.048300,0.047200,0.048700,0.047000,0.052300,0.047800,0.051700,0.050300,0.052500,0.050300,0.037000,0.030600,0.056000,0.045900,0.048700,0.048700,0.036000,0.046700,0.043500,0.055000,0.048000,0.035700,0.038900,0.049900,0.023100,0.049900,0.041300,0.041100,0.046600,0.047100,0.050500,0.044200,0.044200,0.067100,0.036200,0.044000,0.056400,0.034200,0.049900,0.031200,0.041100,0.048000,0.055200,0.047600,0.038600,0.038500,0.067000,0.033700,0.045500,0.032300,0.033900,0.049400,0.075000,0.049400,0.049400,0.049400,0.038600,0.049400,0.049400,0.048000,0.033500,0.056500,0.038600,0.038600,0.049500,0.040000,0.050000,0.038500,0.031500,0.053600,0.037000,0.049400,0.049400,0.053800,0.048300,0.047900,0.047600,0.040000,0.042500,0.042500,0.052500,0.045000,0.032200,0.049700,0.046600,0.047700,0.035900,0.035900,0.035900,0.049900,0.039500,0.049900,0.038500,0.049600,0.050500,0.049900,0.055900,0.038200,0.049900,0.044300,0.048500,0.050200,0.047600,0.048800,0.051800,0.060000,0.049000,0.048800,0.049000,0.049400,0.034300,0.054500,0.049300,0.046600,0.044700,0.042700,0.052800,0.057300,0.031200,0.038900,0.041400,0.040000,0.038800,0.047900,0.050000,0.049200,0.060400,0.042900,0.048000,0.039800,0.059900,0.040600,0.051100,0.040600,0.049600,0.048100,0.053800,0.045500,0.048900,0.044800,0.036200,0.049200,0.051200,0.046300,0.039000,0.046900,0.036140,0.035900,0.050000,0.050000,0.049900,0.049900,0.049400,0.050000,0.050000,0.049500,0.045900,0.049200,0.042600,0.046600,0.020000,0.040900,0.048500,0.046400,0.030000,0.047000,0.048300,0.046700,0.047400,0.038800,0.048300,0.048300,0.046100,0.041000,0.055200,0.043700,0.055400,0.055400,0.062600,0.046300,0.054500,0.047000,0.058500,0.046300,0.048700,0.048700,0.046100,0.037000,0.052900,0.055200,0.047100,0.037300
ST UX,,N/A,0.048400,0.032100,0.024000,0.026700,0.032000,0.024500,0.028100,0.032100,0.035800,0.038600,0.026000,0.048600,0.051000,0.052600,0.046900,0.022400,0.203300,0.060000,0.203300,0.039500,0.026000,0.024700,0.046800,0.047600,0.047600,0.034700,0.149400,0.032100,0.060000,0.050000,0.014000,0.025300,0.049000,0.039100,0.049000,0.025300,0.320900,0.046100,0.046600,0.051900,0.034400,0.034400,0.019900,0.015600,0.030000,0.050300,0.022900,0.049000,0.015100,0.033700,0.012900,0.065900,0.046800,0.036200,0.036600,0.057000,0.015900,0.047500,0.012800,0.012600,0.047200,0.053400,0.047200,0.047200,0.047200,0.036200,0.047200,0.047200,0.050000,0.014700,0.050100,0.036200,0.036200,0.031900,0.051000,0.033400,0.036600,0.039700,0.063700,0.026300,0.047200,0.047200,0.047900,0.051200,0.049700,0.049000,0.051000,0.062800,0.062800,0.051200,0.075000,0.013900,0.048800,0.047200,0.046600,0.019100,0.019100,0.019100,0.010800,0.038000,0.049000,0.036200,0.053500,0.048900,0.049000,0.034200,0.044800,0.049000,0.046400,0.046300,0.045800,0.046400,0.063900,0.050600,0.095000,0.063900,0.048000,0.063900,0.049000,0.023800,0.063700,0.055700,0.050300,0.048500,0.051800,0.045900,0.034000,0.015100,0.030200,0.048800,0.068400,0.026700,0.044200,0.060000,0.048700,0.077900,0.022100,0.050000,0.036800,0.065400,0.014200,0.037300,0.014200,0.020000,0.046900,0.049600,0.040000,0.037000,0.047300,0.018900,0.037100,0.052700,0.045000,0.025100,0.075000,0.018900,0.019100,0.075000,0.285000,0.032000,0.031900,0.048400,0.050000,0.050000,0.035500,0.297500,0.048300,0.032000,0.031900,0.020700,0.012300,0.041400,0.043800,0.040000,0.047700,0.033500,0.048800,0.048500,0.034400,0.250000,0.048000,0.033600,0.049700,0.036100,0.033800,0.060000,0.010000,0.055100,0.032000,0.043100,0.053800,0.057700,0.032000,0.048400,0.230000,0.047000,0.015600,0.020500,0.036100,0.049000,0.043200
HT UX,,N/A,0.035100,0.027800,0.039400,0.038700,0.038800,0.037500,0.038700,0.027800,0.016400,0.057100,0.037600,0.035200,0.031300,0.034300,0.037600,0.037100,0.034700,0.016500,0.034700,0.032100,0.026100,0.042600,0.038000,0.036100,0.036100,0.017300,0.046500,0.027800,0.025000,0.028000,0.028500,0.040700,0.034000,0.023300,0.034000,0.041000,0.031600,0.036500,0.038400,0.030400,0.023600,0.023600,0.034600,0.030700,0.030000,0.029100,0.035500,0.034000,0.026200,0.023600,0.034800,0.039600,0.037700,0.016300,0.016300,0.025000,0.035700,0.036700,0.025700,0.025900,0.037500,0.025000,0.037500,0.037500,0.037500,0.016300,0.037500,0.037500,0.026400,0.053800,0.042900,0.016300,0.016300,0.037500,0.038000,0.040000,0.016300,0.014400,0.019900,0.029400,0.037500,0.037500,0.036000,0.031500,0.026900,0.034200,0.038000,0.031200,0.031200,0.031500,0.137000,0.035800,0.036500,0.037100,0.038500,0.028300,0.028300,0.028300,0.034000,0.020900,0.034000,0.016400,0.034600,0.034600,0.034000,0.034800,0.028300,0.034000,0.040700,0.040200,0.041300,0.040400,0.034300,0.042900,0.025000,0.034200,0.035600,0.034200,0.033900,0.033700,0.060500,0.029300,0.039400,0.060400,0.035500,0.040100,0.034400,0.026200,0.039200,0.024000,0.039100,0.041100,0.016500,0.060000,0.034500,0.051600,0.033100,0.032100,0.033700,0.031900,0.025100,0.037600,0.025100,0.034600,0.037700,0.027400,0.029000,0.042200,0.037900,0.028100,0.042000,0.029200,0.027500,0.026300,0.034400,0.039670,0.028300,0.034400,0.040000,0.033500,0.028500,0.035300,0.030000,0.025000,0.041800,0.019800,0.034500,0.033500,0.028500,0.025000,0.029200,0.031500,0.037900,0.040000,0.038800,0.036500,0.035200,0.036000,0.022800,0.034100,0.034100,0.036300,0.030100,0.039800,0.039700,0.027500,0.027500,0.044200,0.028500,0.031700,0.028900,0.031900,0.028500,0.035100,0.035100,0.038000,0.027500,0.036400,0.039800,0.033500,0.021700
HT Angle,,deg,74,73,73,73.5,72.5,72.5,73,73,73,71,73,72.02165,69,71,74,73,73,71,73,73.5,72.5,76.5,74,74,74,69,71.5,73,71,70,72,73,73,74,73,72,72,74.5,74,70.5,72,72,71,71,73,70,73,73,73,73.5,71,72,74.5,72,71,69.5,73,73.5,74,73.5,72.3,70,72.3,72.3,72.3,72,72.3,72.3,70.5,73,73,72,72,75,65,76,71,71.5,69.6,73,72.3,72.3,73,71,69,72,65,73,73,71,65,72.5,72,74,72,72.5,72.5,72.5,73,71,73,72,72,72,73,70,74.015,73,73,74.5,73.5,73.5,74,75,70.5,74,73,74,73,74.5,72,72,76,72,73,74,71,73,72.5,73,73,73.5,72,70.1,73,73,73,72,72.5,69.5,77,71.46151,77,73,72.5,70.8,70,72,73,73,72,70,75,74,74,73,72.5,74,72,73,73,72,73.3,72.5,75,71,73,73,73,70,74,71,73,73,72.5,71,71,71,73.5,75,75,71,74,75.5,65,72.5,68.5,67.5,73,66,65.5,69,73,75,75,74,74,70.5,75.5,73,70.1
HT Length,,m,0.148,0.1914,0.1209,0.1349,0.1734,0.1125,0.1845,0.1914,0.105,0.142,0.1226,0.175,0.1364,0.1135,0.18,0.1276,0.202,0.105,0.202,0.1,0.0884,0.122,0.1935,0.16,0.18,0.0977,0.12,0.1914,0.0901,0.11,0.1168,0.2541,0.145,0.08,0.145,0.1395,0.16,0.1105,0.18,0.0946,0.0983,0.0983,0.1245,0.0946,0.1492,0.111,0.1513,0.145,0.1999,0.1196,0.13,0.163,0.1431,0.105,0.105,0.12,0.165,0.15,0.1407,0.1463,0.1639,0.1707,0.1639,0.1639,0.1639,0.105,0.1639,0.1639,0.125,0.1511,0.152,0.105,0.105,0.1584,0.154,0.13,0.105,0.085,0.09,0.118,0.1639,0.1639,0.143,0.1612,0.125,0.16,0.144,0.16,0.15,0.1021,0.1524,0.1463,0.1361,0.2,0.1803,0.1327,0.1327,0.1327,0.1319,0.1004,0.145,0.105,0.1297,0.1214,0.145,0.147,0.08,0.145,0.1097,0.12,0.1,0.11,0.165,0.145,0.13,0.165,0.167,0.165,0.145,0.09,0.2588,0.1197,0.2436,0.2594,0.115,0.085,0.14,0.1999,0.1218,0.14,0.1213,0.25,0.1749,0.1659,0.145,0.145,0.11,0.125,0.165,0.2315,0.1375,0.0905,0.1474,0.18,0.1802,0.1088,0.105,0.2,0.145,0.0984,0.2,0.1071,0.12,0.3364,0.145,0.1475,0.1327,0.145,0.15,0.103,0.1118,0.17,0.1902,0.185,0.1152,0.11,0.145,0.1038,0.1118,0.0544,0.1404,0.141,0.157,0.1522,0.1541,0.1016,0.1838,0.115,0.115,0.0891,0.1119,0.1057,0.1,0.115,0.1054,0.1132,0.1385,0.12,0.1131,0.12,0.118,0.12,0.1131,0.1409,0.0398,0.2033,0.1404,0.0862,0.115,0.138,0.1
ST Length,,m,0.525,0.63,0.43,0.4437,0.469,0.3745,0.4781,0.63,0.2758,0.4,0.362,0.57,0.426,0.412,0.58,0.54,0.7433,0.48,0.7433,0.23,0.206,0.6247,0.6,0.6,0.6,0.2947,0.64,0.63,0.45,0.405,0.534,0.5753,0.515,0.265,0.515,0.4653,0.4709,0.3661,0.6,0.43,0.4394,0.4394,0.4106,0.4563,0.52,0.4403,0.5799,0.515,0.64,0.2737,0.48,0.57,0.5868,0.2762,0.2766,0.3302,0.5259,0.56,0.5628,0.5926,0.5942,0.485,0.5942,0.5942,0.5942,0.2762,0.5942,0.5942,0.306,0.5467,0.5161,0.2762,0.2762,0.5919,0.4574,0.5404,0.2766,0.3397,0.3637,0.465,0.5942,0.5942,0.5359,0.4312,0.3157,0.515,0.4574,0.55,0.54,0.4312,0.483,0.5189,0.4649,0.61,0.645,0.58,0.58,0.58,0.5568,0.285,0.515,0.2762,0.4835,0.4789,0.515,0.52,0.6048,0.515,0.6,0.6163,0.6058,0.6064,0.5339,0.6106,0.535,0.5339,0.57,0.5339,0.515,0.5638,0.65,0.5637,0.7003,0.685,0.2808,0.5859,0.52,0.64,0.5552,0.5148,0.5684,0.5267,0.52,0.54,0.5147,0.5439,0.52,0.5072,0.565,0.5904,0.6242,0.5033,0.6342,0.52,0.6353,0.4926,0.41,0.54,0.5133,0.5389,0.54,0.4068,0.365,0.4801,0.575,0.5839,0.58,0.575,0.675,0.547,0.5619,0.575,0.58,0.56,0.6055,0.75,0.5143,0.547,0.5619,0.5207,0.575,0.4214,0.55,0.45,0.5877,0.48,0.5388,0.4885,0.2874,0.47,0.47,0.48,0.2197,0.5961,0.3338,0.35,0.3,0.3951,0.562,0.3431,0.3738,0.3777,0.562,0.47,0.47,0.6,0.58,0.4015,0.5961,0.519,0.2132
BB Length,,m,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.1,0.068,0.068,0.068,0.068,0.068,0.073,0.068,0.073,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.1,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.1,0.068,0.068,0.068,0.068,0.068,0.1,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.072,0.068,0.068,0.068,0.068,0.068,0.073,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.086,0.068,0.068,0.068,0.17,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.08,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068
Dropout Offset,,N/A,0.135000,0.130000,0.130000,0.130000,0.130000,0.130000,0.130000,0.130000,0.135000,0.130000,0.130000,0.130000,0.135000,0.130000,0.135000,0.120000,0.130000,0.135000,0.130000,0.130000,0.135000,0.130000,0.130000,0.130000,0.130000,0.135000,0.130000,0.130000,0.135000,0.135000,0.130000,0.130000,0.130000,0.135000,0.130000,0.130000,0.130000,0.120000,0.130000,0.135000,0.130000,0.130000,0.135000,0.135000,0.135000,0.150000,0.130000,0.130000,0.130000,0.135000,0.130000,0.130000,0.120000,0.135000,0.135000,0.130000,0.130000,0.130000,0.120000,0.120000,0.130000,0.135000,0.130000,0.130000,0.130000,0.135000,0.130000,0.130000,0.130000,0.130000,0.120000,0.135000,0.135000,0.130000,0.130000,0.130000,0.135000,0.135000,0.135000,0.130000,0.130000,0.130000,0.130000,0.135000,0.130000,0.130000,0.130000,0.135000,0.135000,0.135000,0.130000,0.130000,0.130000,0.130000,0.130000,0.130000,0.130000,0.130000,0.130000,0.130000,0.130000,0.135000,0.130000,0.120000,0.130000,0.135000,0.130000,0.130000,0.120000,0.130000,0.130000,0.130000,0.120000,0.120000,0.135000,0.120000,0.130000,0.120000,0.130000,0.130000,0.160000,0.135000,0.120000,0.135000,0.110000,0.120000,0.135000,0.130000,0.130000,0.130000,0.120000,0.120000,0.135000,0.130000,0.120000,0.120000,0.120000,0.135000,0.130000,0.135000,0.120000,0.130000,0.120000,0.130000,0.130000,0.135000,0.135000,0.135000,0.130000,0.130000,0.135000,0.135000,0.130000,0.130000,0.135000,0.130000,0.130000,0.135000,0.135000,0.130000,0.130000,0.130000,0.130000,0.130000,0.130000,0.135000,0.130000,0.130000,0.130000,0.120000,0.130000,0.135000,0.130000,0.135000,0.130000,0.130000,0.130000,0.130000,0.135000,0.135000,0.135000,0.130000,0.130000,0.130000,0.135000,0.135000,0.135000,0.130000,0.130000,0.130000,0.130000,0.130000,0.130000,0.130000,0.130000,0.130000,0.130000,0.130000,0.130000,0.130000,0.130000
SSB OD,,N/A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
