,CS Length,BB Drop,Stack,SS E,ST Angle,CS F,HT LX,ST UX,HT UX,HT Angle,DT OD,DT Thickness,ST OD,ST Thickness,HT OD,HT Thickness,SS OD,SS Thickness,CS OD,CS Thickness,BB OD,BB Thickness,TT OD,TT Thickness,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,DT Length,Material
18,0.48570179294126303,0.059761627577525143,0.5651047042195781,0.05303190846862669,72.66570752617841,0.015058221988265348,0.045439592819599806,0.04069371563888907,0.029939491507564576,71.30022786349326,0.03487169826404516,0.0018233045944790072,0.03388099276213266,0.00602225103955157,0.04392124382221841,0.0016893809013469908,0.013540853435550409,0.005363591504608254,0.027110787878818196,0.009360808465069648,0.04482034791443732,0.002553398864492896,0.03289523575922627,0.002998082069152119,0.11023074666566955,0.4992571943721193,0.06828886332765559,0.12840509576075668,0.0007610638565032322,0.0011912840252827758,0.3295053257511201,0.29702885276368457,0.008508515771615526,0.6978830161254952,Titanium
19,0.41397386494644806,0.0670617416496033,0.5771131562241871,0.04835602821156121,73.31686193270069,0.0150003013552177,0.05326354206015671,0.04796706827765375,0.031749925945273906,71.71419926890542,0.03864939244368039,0.004799769071913944,0.029896371577621914,0.0019522263712008318,0.04355402898318043,0.002447764008342814,0.015008674802881731,0.002151244213219024,0.02305731294157073,0.0021646769232178207,0.03545719468484633,0.003680057721043909,0.02621575600524914,0.0047097092363929186,0.17391502927359048,0.5492577993417594,0.06889445807264546,0.13361699820494297,0.0032342878905999976,0.002356013657637,0.33039349401140644,0.3470017490408329,0.008942710249582831,0.652911367707494,Titanium
20,0.40374770852003455,0.055299102649008745,0.5610916027168228,0.05899087262182569,73.12840660443597,0.01485145674166301,0.061629150583358445,0.040922124182755364,0.05281725766190973,75.49333390457959,0.041300758345147744,0.001409610409491984,0.03860023255552197,0.00583165971848414,0.04290480282394452,0.005913958139627454,0.014506482698091678,0.0026381342253914645,0.033115406499370684,0.0018228338933910654,0.03979989368029986,0.0007135497050003541,0.04500377686791418,0.002196369003486697,0.12410388743038489,0.5004016981147561,0.06879346406556801,0.12678130814761585,0.00019365586425923974,0.00015858408569834406,0.32810732280929816,0.33414502134821494,0.008204253045141949,0.6468678981534786,Titanium
22,0.39950328240197497,0.01535787111046756,0.5892868348127052,0.05205322461277187,73.27383338337752,0.015416000330435992,0.0444697347719341,0.04151548216767094,0.022643061096635417,69.46867500262832,0.04634502933881368,0.005431632622621349,0.03296755275871489,0.0018378584910734089,0.04422406946446376,0.000924046295241749,0.01733280425107782,0.0050688896107089765,0.025356984997144495,0.001421873070725676,0.036268397365938135,0.009705310165822642,0.027561975714549446,0.004408111668234798,0.10384195635196172,0.3079299518916231,0.0711982457738318,0.13674744600596356,0.004462351808777725,0.0033919322219827606,0.33010223211496964,0.3431551098350809,0.009075387809181911,0.6159227077858218,Titanium
23,0.46155191058483286,0.0696294990295869,0.5612238157001931,0.055374632273681244,72.71683692689814,0.014841916758771181,0.04986503368853623,0.03878311949326228,0.036024024183239474,71.89474012583452,0.03316246719758115,0.001768392856999543,0.03213244497873818,0.0064915787418537135,0.041347925699386,0.0023287997062451,0.015457838496850246,0.001991758513635828,0.02914406293846779,0.0022135310693878786,0.04190167140408123,0.00221076522582056,0.029454742173152602,0.002041650683888445,0.12690111034977233,0.5042940376543494,0.06842070169958268,0.12746869875016806,0.0011898220666297348,-0.00014008542765882748,0.3294686469581883,0.3308328774015143,0.008401880831482541,0.6847237773288766,Titanium
24,0.41245379759480544,0.06396330270799588,0.5649554615011131,0.10414887129637135,73.36499819701729,0.015452694061248605,0.045669729829370745,0.036784084338164054,0.026293532265566272,71.4286220196912,0.025678170963836174,0.0017176563330233204,0.031242634734783992,0.00683711925365253,0.039472649674744884,0.0012171395295216894,0.01747476859067413,0.0017379064040944263,0.031916828388508046,0.001834502322881076,0.041307673836614954,0.007934155044171123,0.022761285961572134,0.002608415743832731,0.11209912086181255,0.4570723231914223,0.06818535369178472,0.12815068601508178,0.0033587273200839356,0.00026766076791270334,0.32952117588158975,0.3626723742861659,0.008888776048335425,0.6403039996594847,Titanium
25,0.4026679275413865,0.06698525207260632,0.5649397021890504,0.08054422374156803,73.29785728410252,0.015526081522873832,0.05187892452279092,0.04975658330328063,0.035981049538914296,72.50186125845634,0.04792141002186509,0.0021752759550728515,0.039261704421094584,0.004388895683219282,0.050315344191338214,0.003967526231032536,0.013827607185056455,0.0028344651312182945,0.03050162482381781,0.0018169950898140313,0.033297661050155886,0.007756400105235296,0.034540274089934285,0.004470784817442943,0.1338752034160025,0.4996686303670881,0.07101890380132213,0.1276438839595287,0.0018328421033964688,-0.0003287054935368445,0.3290712493084892,0.34637048464331965,0.008887171603668824,0.6382119435770881,Titanium
27,0.4015883081309492,0.03564948266953458,0.5648518050908028,0.057200397153380364,72.96512816074988,0.014819518575476453,0.044159116309534785,0.03474007000937282,0.027071414342767573,71.26913292379066,0.05102762577134078,0.00010567762286703766,0.03642057165454119,0.005333590385275387,0.04170660548247839,0.0025089749999905285,0.013182612318510189,0.0046576111296083526,0.027057953723978942,0.004240606008927204,0.04286594598959383,0.0008473978365503947,0.03805563705970619,0.0020085737739019976,0.08661921454393379,0.3949067147300146,0.06851604134729045,0.1280304303086704,0.0012511153754653156,0.0008254926721440077,0.3283399021048864,0.30919542278417805,0.008328794834294469,0.6329415331958066,Titanium
28,0.39304478224357453,0.04998792651723968,0.566432705737301,0.06002149366146535,74.9461798413904,0.015329927715542513,0.0456027661773983,0.03646730873118996,0.028896383745296482,72.71809844729923,0.035494260043120084,0.0027323330859680382,0.03637917165758425,0.004000813994364662,0.0429407630331184,0.0019249485867742708,0.01549248943508309,0.0018578505519086259,0.02562884794406127,0.0017727861531251915,0.03505966666750651,0.004428276716210143,0.026702638725719683,0.003042875791121096,0.11337698008770698,0.43890899618413765,0.06851117225687335,0.12797149711648603,0.0021760638458019413,-0.00022752546787000675,0.32904358237468667,0.3528904494488253,0.008795766658364857,0.6259439218859862,Titanium
29,0.4139907438291851,0.04483275843054473,0.5667834787539976,0.05611378466569914,72.92468044719203,0.01485673162286018,0.04536142630735759,0.03929086976972266,0.027985874944030688,71.19325572439193,0.035138562682873395,0.0010921958977376557,0.03444504088577233,0.005906252515895948,0.04137506627021206,0.0019586696556194716,0.014559608552923799,0.003019161283898849,0.027722232924772328,0.003709406373403161,0.040039710224583816,0.002355078500576986,0.030172616502165402,0.0026567818630801095,0.10409415181754582,0.4385502953988162,0.06847899218509834,0.12882433995170645,0.0021096168408362183,0.001456210970254045,0.3291414309433022,0.318910918578304,0.008531345916703558,0.6439161579362386,Titanium
30,0.40290555570626274,0.04895390260040857,0.563969151571759,0.06195147127751931,74.10522957411045,0.014981840765100549,0.06177327162385643,0.04672595360181419,0.0425117898639861,76.68426634908697,0.033997202423080075,0.006740574757234731,0.027201493501851744,0.0024153174701714557,0.04581037757075734,0.004271962565882879,0.016120837419450446,0.0018398714490537272,0.02341048960297232,0.0017538471627907264,0.03440180171313495,0.005717396930848844,0.022392846526731763,0.002901586362860307,0.19856129659328753,0.558711141741729,0.06778167616179302,0.1270269052147224,0.0020311816869689314,0.0002976185175832058,0.33002337555937333,0.3472898343135223,0.008834690768227738,0.6430970194841437,Titanium
31,0.40406731020736286,0.06513883682633725,0.564243770387018,0.06116618925826687,73.69193460908667,0.01520785651560904,0.05544507896975771,0.043456784295790335,0.036097941762142066,74.7031464498198,0.036770892176568204,0.0029283697270657758,0.033899663270558995,0.00500881823765993,0.04322201838670111,0.002456249074781036,0.01566867564134723,0.0018536569519448471,0.02482619971942763,0.002089489310800458,0.03649811068158217,0.003477585399985557,0.02804725604922656,0.0027561339113006053,0.13409029533612912,0.5001058340987872,0.06874892090010185,0.12789856597532512,0.002141299337613015,0.00022519181618709146,0.32923130251618016,0.349345883623904,0.008751145938080981,0.6406465425497364,Titanium
32,0.4307856071755996,0.03939063898926676,0.5731046580285487,0.04749971214570524,72.98655604350432,0.015319316294303408,0.046519256711492235,0.04024093782557235,0.026910607824357002,70.87403107348564,0.039228054783831165,0.004004697470342065,0.0323515473467482,0.002393852397777757,0.04875398693639389,0.0006405221855702338,0.01662233075661676,0.0026115502401736707,0.023961723074398405,0.0023918388441028435,0.03743360624574711,0.007914830874070463,0.02582069983252064,0.008470585865558013,0.11546035922978706,0.4250091561781326,0.06838125186351358,0.13173618707388837,0.0029822261280037813,0.002799257493288217,0.3297946688329057,0.318511225270365,0.00877431445346395,0.6391452892699074,Titanium
35,0.40446631837328295,0.052316898632441725,0.5644829764842245,0.09309358689881303,73.01925560353949,0.015354039662326627,0.06327102087041947,0.07656953226430138,0.04516151712760573,74.4699349754333,0.04732732831929502,0.002395667264937479,0.03524163687387064,0.0042210236661925915,0.04986807184377896,0.006491991993074903,0.015047541166349754,0.003228583789207903,0.02837809558181833,0.001957316984586519,0.03311013267574622,0.007742345189204681,0.03369870143700354,0.004186574186623654,0.17229697451273202,0.5709094210976013,0.06928423188238697,0.12730333640221714,0.0018896554232904319,-2.1271245945132973e-05,0.32922350178790416,0.3440519382801387,0.008851945459822173,0.6444330483336138,Titanium
36,0.4781683347871886,0.0516206917077676,0.5702384275172105,0.04200610500595131,73.00693368170396,0.015233973096124676,0.04843305933367635,0.04093684235314601,0.028344003849285093,70.97644653827324,0.03587386162892412,0.00581618516605952,0.03225613704772235,0.0016937882733406295,0.049294199432092865,0.0006101979100080202,0.015000801052491968,0.0024669838572928086,0.023523835984758122,0.0025580739994618927,0.03526338163566876,0.007455958739848506,0.028288419067824224,0.009157516253916875,0.12492809522054807,0.4766563161618238,0.06864631683215798,0.1360981769874212,0.0028543055659275766,0.002730784561846886,0.32987787134423596,0.3233385043222198,0.008735105050593715,0.6594139739783712,Titanium
37,0.38875646113649415,0.06837623792288357,0.5599852143672438,0.1837067573940741,75.32079360823221,0.015443548809852343,0.05866841123790859,0.045700203715030994,0.03999866144584495,77.08193494817337,0.03796846089811011,0.002258551436928019,0.038906341663119084,0.006406653170396305,0.05051636310238954,0.007287239163037033,0.013428755289108153,0.004906291925451349,0.03873885767314542,0.0014398460709212288,0.036422151974244144,0.003298875454636009,0.038836182597468606,0.002239075426015872,0.12427169834067898,0.48729743961987526,0.06902662778577943,0.12390926813101084,0.001280343218462104,-0.0025380938073429303,0.32749369891874563,0.34318972094127825,0.0087212946507588,0.6327310673279176,Titanium
38,0.41897777907162753,0.06506946355725965,0.5631036579588308,0.045542382054112415,73.09717211851176,0.0149026504761478,0.04635100787072108,0.037298128409964826,0.0379412456619715,73.14144327828916,0.04203368919799203,0.0028865031354417606,0.030898715321094606,0.0027756257534879442,0.047036202243243806,0.0019129244101950549,0.013511409108885018,0.004504321335424229,0.022424470997915252,0.004082277330229655,0.037369299005846186,0.0024195144326495284,0.03248297231956166,0.007275853098574564,0.12727666727484133,0.5169778523566534,0.06835427859586336,0.12912775790070075,0.00042520045730973666,0.002070043473021736,0.3297893109294214,0.29413221462372025,0.008607943002331194,0.6619053117210791,Titanium
40,0.39931948481167967,0.00513175857361995,0.5796972778472387,0.052745684169790634,73.35593061333942,0.01583125851292028,0.044121715889238786,0.035444935184471935,0.019433684307966093,69.58978514072291,0.04407680118976913,0.002429218521272817,0.03244900226159049,0.0019277034659082783,0.05133647047717857,7.942475931026899e-05,0.01663669426707352,0.00509083033750573,0.025842560752594227,0.0015881951131013483,0.03922059996941649,0.00996727181008327,0.025213375301016947,0.006398707427285246,0.08701446325666276,0.25893813187716463,0.06815433800950778,0.1319939497601874,0.004680147086827679,0.0038159542263667147,0.3294917554220014,0.3230672285256905,0.008919388565356717,0.6097153965942012,Titanium
41,0.4203838650995423,0.06259883581400327,0.5630309740917584,0.05655897694819166,73.9153816799529,0.015051801874397454,0.0578300328898814,0.038543006062000215,0.03488490459646922,74.46307177263427,0.03206917159352376,0.006361127666513049,0.028929613209586112,0.0026947491485494798,0.04309209288866801,0.001783395748575188,0.015903304380398338,0.001700267927989255,0.023859753111554992,0.0019245727607347766,0.038465882551819944,0.007928311022191048,0.02011700372476204,0.0026500699540577257,0.1699758714603152,0.5408984317692924,0.06780615756056231,0.12762955618909827,0.002111791056391122,0.0003196936036002473,0.3304226080940982,0.35090627823619835,0.0087119391011303,0.6466907672731319,Titanium
43,0.4031330574975852,0.052316231985416836,0.5614323976665653,0.05545702102619654,72.9901649447037,0.014859196008596153,0.053502322109322785,0.03496954263391146,0.04916239534967773,75.40282846376425,0.04074881201495628,0.001775726548490092,0.04003352625857492,0.00427162492514481,0.04635401628757362,0.0045574413176094584,0.01312160994404469,0.0036976290270851818,0.028980873103196136,0.0025527435276044147,0.04076102239367232,0.0003837663855815604,0.03914661111744274,0.004823780742543431,0.11668392281420206,0.49307479190788855,0.0685919718377425,0.1273643527433559,-0.0006328386574400453,7.595967406494059e-05,0.3281770928338845,0.30997481790757186,0.008218797587670343,0.6436811013600833,Titanium
46,0.4168959245484934,0.05242197074686633,0.5566602513075397,0.06957090800522048,72.83492273963842,0.014846971740767,0.05564692022104701,0.0362392036921518,0.044142089540088,74.16525532985185,0.030936238269180506,0.0015653113597946643,0.031941020570018075,0.00637626100458895,0.04203693974772869,0.0030411093711575493,0.014741062287936483,0.0020850234291511123,0.030842252391790136,0.0016517387991180198,0.0443721515408838,0.0013802157736319993,0.030236383972103993,0.0013492804058767623,0.12871597612474517,0.49829149590081195,0.06842752217854116,0.1251338349174005,0.00048250021345726257,-0.0018730664877652532,0.3290076013325371,0.3549328705572964,0.008240326232142525,0.6485082708245109,Titanium
48,0.4135396406041295,0.050658323819231785,0.5645795712437638,0.047006145966326573,73.32438177924689,0.01504272418601007,0.06289651602624013,0.04322505775491846,0.04490752460647714,74.69067498837441,0.035447932359636204,0.005193753892468657,0.029002004060954156,0.002685859781829442,0.04344192918878701,0.0021274019697080475,0.01868183082442243,0.0013846089258035335,0.022918554717725532,0.0018392282402419115,0.03394582560267356,0.006296176620185948,0.025272726508049487,0.0028286246941198155,0.1982443947054225,0.5523148960784205,0.06796871165548271,0.1286540521514533,0.0015515063823357302,0.0008146844571214609,0.3301852640223998,0.3499161917791333,0.008667100153526805,0.6468111537236914,Titanium
49,0.40193781282836005,0.06690030192198969,0.5704954979346193,0.053849306523627335,77.05226945147658,0.014951562830800224,0.04632351331077346,0.0394458531196495,0.029723790259764123,75.4463749876366,0.03123884046133896,0.006806280425258528,0.02658957550217403,0.0009088620880097781,0.04244861114110542,0.003038167451165634,0.012719312612551457,0.002642757685527374,0.020473089614727685,0.0023722996462861145,0.03568315912585495,0.002812205467224717,0.02072290344352005,0.0036763870142430006,0.1452084778881199,0.5425256838571213,0.06784595341477453,0.12945292648633636,0.002821160014971393,0.0013855929799789415,0.3304531755229224,0.3466278791904647,0.008963821818316292,0.6426903854333011,Titanium
50,0.4219171959766406,0.05175990394478364,0.5815455239024516,0.05021401750799616,72.80440315645568,0.014880209836709603,0.046788923517536565,0.049806511056691316,0.03079110998822135,70.60157516751016,0.04956515540385296,0.0032715297711569703,0.032342835576601864,0.0024996005407387015,0.04593009279072868,0.0022159581155762227,0.016221351877944736,0.0030708248075264604,0.025233772222302664,0.0019993468303708545,0.034070478795393766,0.005647660178676217,0.03393750204076533,0.00606717485131953,0.1456462234365773,0.48748828526838517,0.07408307423432157,0.13481373212060835,0.0035789670690568086,0.0024853266559379276,0.3303541313437905,0.3413869873644396,0.009009832977298677,0.6475331532588332,Titanium
52,0.390523666725486,0.07791502807501641,0.5724649395222071,0.07774125612394686,76.67670146071673,0.0157737749116644,0.044097806819354435,0.04260346172916056,0.0277682325716136,75.00048832264623,0.031756487086553195,0.007394380600843636,0.029581105591849437,0.0019943844359314525,0.04233877025826287,0.0027847574781738847,0.011350405865859385,0.003079599721330231,0.022142840431683245,0.002338231758464244,0.03289765923510477,0.010528382303405037,0.021038574420467457,0.003797977932055008,0.12642095583029672,0.49755457241689843,0.06837634724856713,0.12758599569026266,0.0019628207730479005,-0.000768573673060065,0.32968528594198077,0.3539095450901588,0.009102869547392924,0.6327567285332493,Titanium
54,0.4105740045301811,0.051255943778321884,0.5617431160544545,0.051406754951902674,72.99106263679067,0.014871039911213885,0.05709747472820854,0.04166121345707001,0.04989962200000719,75.33943830271441,0.038756069562495665,0.002472556580522464,0.033605563399301965,0.0044379858563272125,0.04118176892040825,0.003986959377163375,0.014972445973795002,0.0021264328326272737,0.024412820589451677,0.002463955371921206,0.037725766771710106,0.0016520951688482229,0.03442829549540931,0.002472176094753798,0.13416075867797167,0.5211012517788619,0.06863529838419422,0.12755277036433368,0.0006813215515099136,0.0010396171195942898,0.32919062847267155,0.32369724697977836,0.008478272105530343,0.6470267525603259,Titanium
56,0.43619344300951485,0.06281049517109272,0.5592224836633978,0.04762520449540704,72.71638569251233,0.014845778298483983,0.045836948461265965,0.03242797264701046,0.04880373207703034,74.73269516683048,0.034727578810511854,0.002057670109649046,0.03141880422636714,0.0064379135018727985,0.04260315630830735,0.0031705393173058864,0.012441111214135225,0.003012571899706061,0.023608335173873424,0.005211395807616431,0.0460080952853687,0.0010379752546971384,0.03075828543957767,0.0022699562161133287,0.1197509153285809,0.5487860887259046,0.06806729768385572,0.1262142513120095,-0.0018210146857813008,-0.0009157825463522937,0.3291509082600587,0.3007083440951561,0.008277999476914977,0.683664735552395,Titanium
57,0.515897557746628,0.08731475208004474,0.5649589076539512,0.03714919326338041,73.09883528590935,0.015075499210787897,0.05299325402979366,0.03608679469194248,0.029340859494803202,71.18551433782112,0.03095837467594716,0.004302286089326694,0.0326444745404667,0.0009785688517360436,0.04348680935749114,0.0004893156994423761,0.015080068894639243,0.0021316005416213346,0.02276240232647961,0.002666073528918447,0.0392449676090619,0.005192980855313405,0.024504344481958033,0.00502652104075926,0.13028160830602137,0.5038279010409736,0.0681842593517374,0.1329857063391363,0.002359589830241607,0.002453691313746304,0.33033309480683665,0.3359711616540271,0.008512538347148428,0.7067300663539,Titanium
58,0.4253678417719618,0.07449629612552988,0.561772154918773,0.06915587660638904,72.93160575881261,0.014836794458485328,0.047404865328539846,0.03890702080491345,0.031171445980181203,71.76092945383277,0.02153324626447757,0.0010576052538701797,0.03410759593904996,0.006974407194791563,0.040744247110147506,0.0025380256671586818,0.01779726498000284,0.0016642654364955461,0.031921670201221,0.0019055317282320947,0.041638866399483304,0.0018482259581464183,0.02996392138627236,0.0019918361906155115,0.11931597788876806,0.4886565232965883,0.06865857448643163,0.127499078947502,0.0023155221701811274,6.476691358342848e-05,0.32887036591725444,0.3579925825814246,0.00848470461754129,0.661924754502748,Titanium
59,0.4092128800133597,0.051245678487452186,0.564926152398928,0.048875323764172765,77.3227622518709,0.0148763272318563,0.06326199732268754,0.03896979551866881,0.039817384105430446,76.98900142168706,0.03130449461743762,0.007295351499569934,0.023744470993491234,0.0013552004704680664,0.04233993664011201,0.0029964614858031396,0.015221243456112627,0.0020554337075008276,0.019554466410116534,0.0022723225300423765,0.03741389318944396,0.002919836877915097,0.019410633761351322,0.003393108390974864,0.1921383577786842,0.5687518480745997,0.06722098374910188,0.12916066449688715,0.0024018493894250323,0.0015619832564490437,0.3311703733744788,0.34941689720463043,0.008726610160047102,0.6484801088280742,Titanium
60,0.3897448787295443,0.052163636444151305,0.5632025638275256,0.17966391571950252,75.41987243620451,0.015334016282214999,0.05099130294835881,0.049845576193948644,0.031366957041879605,78.19506276649132,0.03222826650267112,0.007668190117006951,0.028579558186019823,0.0025388365869259202,0.04864278461421911,0.00845515292485061,0.012970675885756072,0.004886585866309593,0.024454644825102182,0.0021463743598715904,0.03561640255780462,0.0086457957786049,0.020976417181547836,0.003150094498785877,0.1424493288849256,0.5484126156999737,0.06816343790220729,0.12419895977331742,0.003031046256216248,-0.00038247137506641164,0.32912497925546486,0.34854503363671274,0.009085289827250594,0.6381490963437896,Titanium
61,0.43507162335745964,0.07411112059282528,0.5647015992655137,0.048322592287729865,75.96716789830191,0.014857752352886968,0.05623764444419492,0.033809626986832375,0.030506082513706113,73.6142480748736,0.029473613891695186,0.006221219571187164,0.028810996693701026,0.0010466384217925062,0.04212699522493497,0.00163499847342808,0.015905739454135998,0.0018734985377911635,0.02114049519761176,0.0024633069412453735,0.037113868436750824,0.00399351379243016,0.01589931364203024,0.004512347271159808,0.1438210555243298,0.5271275156954685,0.06734126211622476,0.12927156560045677,0.00304533409219914,0.0022799798991055735,0.3315571562028682,0.3493402631501076,0.008663723734478107,0.6655862829883795,Titanium
62,0.5029991412116931,0.08085317120283181,0.5632984585876571,0.0324518312229391,73.24916618960232,0.01496745994723342,0.05612218001104302,0.030791428664771883,0.030733740840136105,71.82448860756202,0.03089268803908181,0.005230461720942941,0.032660618978538364,0.0007979079195554583,0.04912466011784203,0.00046274272809884373,0.013254747883470098,0.0033216530788134063,0.023177036187425698,0.0028547454301349265,0.04042625563605185,0.0025688456187888606,0.02915079785327501,0.012039450409778826,0.12770069524225403,0.5001289466175554,0.06785768358361223,0.13177060622372835,0.0007043863080371162,0.002448844589848396,0.3298862130297711,0.31238687681438304,0.00839275733203062,0.7225806350307649,Titanium
