,Material,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length
10,Titanium,0.393937679,0.047024017,0.562164059,0.018203075,73.41196836,0.039496031,0.032495281,0.042442034,0.034568255,0.020080766,0.012886133,0.031085593,0.014731287,0.056913238,0.013073106,0.067497598,73.75298209,0.175533426,0.59851755,0.065364506,0.135733824,-0.001139973,0.003711718,0.330307118,0.27100077,0.008942694,0.001844051,0.00104584,-0.000415074,0.000432123,0.001267718,-0.000995013,0.002329484,0.624793537
11,Titanium,0.384091377,0.000311892,0.583432584,0.049537443,75.41543596,0.041012684,0.032071819,0.046614551,0.041884258,0.023791832,0.016039011,0.032419858,0.015332302,0.049447884,0.025035339,0.025631762,73.40593059,0.112381235,0.322069808,0.067580246,0.128824845,0.00390725,0.005869551,0.330521403,0.292683646,0.009117054,0.001857101,0.002462843,0.001398621,9.17E-05,0.008206783,0.002298183,0.001981699,0.611331585
12,Titanium,0.40203384,0.054590057,0.56811815,0.044306047,74.44427392,0.039659856,0.032634963,0.042831681,0.037090313,0.023057315,0.013490802,0.031451201,0.014856901,0.045880927,0.02731763,0.03188474,72.65387287,0.12709733,0.50629832,0.067670089,0.136614631,0.00540635,0.012127471,0.330409776,0.312800312,0.008853494,0.001755277,0.002611766,0.001558174,0.002401931,0.002412188,0.001597906,0.002882819,0.642719051
13,Titanium,0.401139815,0.050541331,0.562035575,0.044361898,73.2214821,0.039490911,0.035297211,0.045585021,0.03750525,0.02288552,0.017122148,0.033338834,0.014967824,0.058530048,0.034207702,0.053973953,73.75923388,0.136687211,0.564735763,0.06804149,0.130110313,-0.00213889,0.000420101,0.330179538,0.302534949,0.008865888,0.002704578,0.001614572,0.001874852,0.002312113,0.0025117,0.00106677,0.003580962,0.639285676
14,Titanium,0.395647316,0.024017627,0.590223055,0.018152678,75.11906986,0.040026549,0.036118925,0.046134173,0.042164708,0.022988568,0.013971265,0.031643409,0.015261867,0.062839798,0.013946622,0.03154929,72.74208005,0.116572401,0.385200646,0.06759863,0.130765738,0.0002698,0.002040004,0.333969615,0.284711247,0.008953777,0.000872637,0.002545507,0.001022068,5.41E-05,0.0051065,0.001703322,0.002226092,0.629717473
15,Titanium,0.400161217,0.050034409,0.561071274,0.053578551,73.373821,0.039612918,0.034353784,0.043192761,0.037699156,0.023001508,0.017518834,0.032479768,0.014876307,0.053448795,0.037604848,0.046380827,73.80542446,0.132376677,0.56326778,0.068186858,0.130179252,-4.12E-05,0.002745273,0.33037215,0.307585768,0.008902478,0.002589867,0.001870526,0.00168724,0.002861033,0.002461391,0.001306448,0.003445085,0.639123702
16,Titanium,0.403853416,0.047564839,0.567725921,0.034575793,73.10053555,0.039439262,0.031938116,0.04350882,0.037111579,0.023050719,0.013672126,0.031422686,0.014940544,0.050256364,0.026109668,0.031873347,72.02698802,0.124260484,0.47333137,0.068111923,0.13135281,0.004010787,0.005599622,0.330478244,0.318137576,0.008820782,0.002082432,0.002882634,0.002435567,0.001674436,0.00269402,0.001802027,0.00273282,0.635539185
17,Aluminum,0.398561115,0.056672981,0.561308721,0.048827461,73.01066613,0.038901309,0.032944498,0.048259389,0.042432051,0.027343949,0.020906902,0.033905358,0.01569689,0.057493561,0.038588296,0.046894257,71.64785841,0.133402145,0.55768927,0.068973171,0.129314063,-0.002266457,0.000436885,0.329824793,0.291057775,0.008675005,0.00390809,0.002017468,0.002751086,0.005630176,0.002853092,0.001272085,0.008157884,0.646787235
18,Aluminum,0.387179741,0.028017746,0.557514981,0.054449495,70.78635216,0.03954422,0.034097556,0.051236537,0.044629369,0.031784234,0.02431376,0.031650001,0.015492458,0.046172605,0.040701535,0.030988353,67.4686801,0.116719109,0.377356154,0.068736714,0.135109018,-0.004086028,0.000609712,0.329833537,0.290080505,0.008767192,0.006548717,0.002395724,0.00253948,0.007163749,0.002025199,0.001399999,0.006499624,0.632429493
19,Aluminum,0.382871619,0.023415579,0.556980336,0.056287396,70.56327727,0.039553205,0.035819443,0.052428851,0.048132733,0.03397774,0.026538502,0.031788285,0.015609036,0.045927055,0.040696613,0.030353954,66.91509339,0.113284005,0.352176973,0.068919859,0.134719858,-0.004887923,0.000214501,0.329772826,0.284994749,0.008719313,0.007260283,0.002485799,0.002425637,0.009186905,0.002034782,0.001470509,0.007010721,0.631345343
20,Titanium,0.331608408,-0.107356613,0.60372787,0.004316607,82.03106297,0.047929143,0.039811068,0.047643872,0.054174411,0.022312653,0.014010163,0.031271518,0.015132655,0.068802248,-0.032387893,0.015702467,73.13664339,0.07240602,-0.097346713,0.064077902,0.127207106,0.002218494,0.002572944,0.332413465,0.199035416,0.011976021,-0.001353212,0.002395474,-0.003206433,-0.006875092,0.019943748,0.001866241,-0.001933244,0.536835203
21,Steel,0.373190246,-0.010019415,0.56116165,0.13200567,72.94076239,0.040467489,0.032144749,0.042926347,0.037776693,0.023635733,0.015615374,0.031609141,0.01508357,0.04241908,0.031957884,0.021956758,73.01215909,0.105704285,0.309825666,0.067616602,0.126542888,0.002482477,0.007748974,0.32880076,0.3156883,0.008979276,0.002044214,0.002163011,0.00107865,-0.000497165,0.009023276,0.007521284,0.00209601,0.596550401
22,Titanium,0.382256821,0.00445331,0.567987169,0.03840121,74.59854785,0.039544356,0.036016306,0.044866331,0.041962954,0.022785047,0.014044384,0.031307801,0.014998882,0.055649338,0.012171488,0.027265216,73.18916546,0.109202808,0.328954273,0.067627908,0.129010973,0.004284231,0.006503415,0.330062215,0.301586296,0.009075904,0.001536114,0.002894385,0.001182786,-0.000291448,0.005194809,0.002368727,0.001819041,0.604909751
23,Titanium,0.395270073,0.049348727,0.564357502,0.021373398,74.85653195,0.039624277,0.036555535,0.042683536,0.035655164,0.020819535,0.013416744,0.031417837,0.014811498,0.052921106,0.012616676,0.066166111,73.92311055,0.14728042,0.584080679,0.065843173,0.133970485,-0.003695865,0.000416558,0.330142777,0.272674237,0.008805062,0.001190236,0.001267872,-0.000505657,0.000395333,0.001494962,-0.000360933,0.002672462,0.633573954
24,Titanium,0.390355703,0.042040137,0.583199313,0.007920999,77.45582752,0.03948516,0.041712519,0.04310855,0.040720066,0.021509226,0.013499071,0.033098862,0.015841756,0.054212435,-0.001730868,0.057032066,73.56480192,0.121971391,0.458457322,0.0660678,0.134284643,-0.005483347,-0.001630157,0.332682726,0.262065264,0.008631983,-0.000418507,0.001949046,-0.001250047,-0.000779831,0.002377315,0.000284287,0.002649205,0.639430472
25,Titanium,0.365992966,-0.036770112,0.574208393,0.046750501,77.10380867,0.043367444,0.035323388,0.046713963,0.044896348,0.023160597,0.015379603,0.032143864,0.01548217,0.054470071,0.009626263,0.023002404,73.78043108,0.102296556,0.190641678,0.066612019,0.127462328,0.003982015,0.005641645,0.330503483,0.271703508,0.010371336,0.001294517,0.002637699,0.000263831,-0.002494622,0.012015103,0.00288231,0.000566767,0.580746533
26,Titanium,0.398454218,0.051473153,0.567334707,0.026488357,74.85785375,0.039625043,0.033677202,0.042428677,0.035958184,0.021650823,0.01304007,0.031289924,0.014820357,0.046934486,0.015896366,0.05168591,73.10169675,0.134469866,0.539953378,0.066369438,0.135796395,0.001126443,0.004528861,0.330368017,0.287842755,0.008831083,0.001214402,0.001994694,0.00027071,0.000902912,0.001840465,0.000456982,0.002663154,0.636547565
27,Titanium,0.396971923,0.050336242,0.566028166,0.017777701,74.57741506,0.039609526,0.033855854,0.042400896,0.035200876,0.020909753,0.012788577,0.031194264,0.01479226,0.049982284,0.010991609,0.060749086,73.37586459,0.145717409,0.558964844,0.06571804,0.136081648,-0.000562402,0.003335218,0.330271944,0.277326986,0.008836545,0.001137035,0.00164416,-0.000200171,0.000260526,0.001548928,-0.000166838,0.002461468,0.632478213
28,Titanium,0.363975278,-0.044651665,0.58814319,0.036743626,77.48796987,0.045548062,0.033461819,0.048191359,0.044576108,0.023127254,0.014146196,0.031771812,0.015449329,0.055626413,0.004726941,0.021575406,72.87567952,0.099261372,0.149956412,0.066200329,0.127451885,0.004195183,0.00526753,0.330706945,0.259125028,0.010322573,0.000906637,0.002637817,-1.55E-05,-0.003104196,0.013998075,0.002470991,0.000277003,0.578754102
29,Aluminum,0.400018212,0.025040942,0.561890567,0.05380577,70.38560315,0.039583692,0.034613143,0.05090973,0.04461586,0.030933806,0.021170977,0.031428964,0.015354142,0.045321819,0.040537035,0.02823443,66.86796093,0.110895944,0.341628655,0.068617734,0.139464233,-0.00122546,0.00274504,0.330218133,0.315990877,0.008666473,0.003141984,0.002749716,0.002396616,0.006449089,0.002356571,0.002012969,0.003553551,0.639891488
30,Aluminum,0.405170907,0.049823891,0.562447577,0.058870161,72.40337122,0.039501042,0.030110798,0.046182778,0.03891786,0.025466003,0.017576424,0.03157533,0.015075481,0.04825361,0.044157117,0.030736048,70.81445343,0.124023302,0.484898203,0.068848896,0.133440788,0.002785449,0.005372948,0.330652632,0.321608798,0.008838611,0.0028995,0.002704185,0.002786788,0.006471041,0.002731844,0.002139096,0.004162544,0.645267685
31,Titanium,0.398671108,0.050993579,0.574127419,0.028114065,74.81768072,0.039519818,0.033810155,0.042572758,0.036772504,0.022294882,0.013030859,0.031321404,0.014852667,0.04576631,0.016468742,0.040005761,72.21698198,0.126136457,0.49417645,0.066933548,0.137154786,0.003298861,0.005959256,0.330434503,0.299322166,0.008789777,0.001187599,0.002532709,0.000848197,0.001171357,0.00232707,0.001193458,0.002667809,0.637309048
32,Titanium,0.394662523,0.049615688,0.561764033,0.022132948,74.06630859,0.039290252,0.0297843,0.042128888,0.034655429,0.02065514,0.012217939,0.030806571,0.014685765,0.051740946,0.015133294,0.049315541,73.43017992,0.1581249,0.574395451,0.065919976,0.139844253,0.004807187,0.019206091,0.330662513,0.284654077,0.008946784,0.001977922,0.001784234,0.000228009,0.001130445,0.001506404,-0.000451593,0.002332486,0.631487475
33,Aluminum,0.398917128,0.021073032,0.561415418,0.049855616,70.45869552,0.039657586,0.032184798,0.049394295,0.043899367,0.031335641,0.021949014,0.031493703,0.01532519,0.045905532,0.040784589,0.029078702,67.64822198,0.11357867,0.331003879,0.068269782,0.13396336,-0.002235688,0.001351513,0.330177177,0.312988775,0.008602841,0.005245298,0.002674895,0.002310668,0.004881393,0.002258692,0.00240457,0.005451258,0.634417833
34,Steel,0.383321023,0.011361885,0.553276775,0.160162171,70.09364384,0.043908534,0.026118,0.047438178,0.035484126,0.023824541,0.012450207,0.029694737,0.015248669,0.040972503,0.046941314,0.022732403,71.87073076,0.112929345,0.392716882,0.067939363,0.127052421,-0.00832836,-0.004415347,0.328438613,0.317188485,0.008492476,0.003055562,0.002350504,0.002421754,0.001991815,0.006624916,0.013661367,0.00731726,0.625059098
35,Aluminum,0.39702747,0.02343375,0.560700202,0.048787236,70.3369804,0.039569232,0.033872561,0.050283928,0.044492036,0.031946278,0.022141088,0.031598337,0.015363676,0.04590153,0.038582018,0.029478172,67.06327962,0.11347673,0.336709793,0.068533327,0.135849666,-0.002660277,0.00104022,0.330080908,0.307459571,0.008656046,0.005070227,0.0026601,0.002511578,0.005363433,0.002202682,0.001950702,0.004629658,0.634848137
36,Steel,0.377272133,-0.007604881,0.560534698,0.093721486,72.76527627,0.043895466,0.029296413,0.043011744,0.037028042,0.023457834,0.013775824,0.031526658,0.015256786,0.04312128,0.03237999,0.023165808,73.74977459,0.113367215,0.320759289,0.067484085,0.125560366,0.003291985,0.006193119,0.329253981,0.318111259,0.008988841,0.002624036,0.002752451,0.001796726,-0.000978944,0.0106007,0.008223479,0.002159264,0.59566194
37,Aluminum,0.390665231,0.017525579,0.559645613,0.052243252,69.51915838,0.03935884,0.033973944,0.052755432,0.044152893,0.030779529,0.022035801,0.031172462,0.015158173,0.044494247,0.037958607,0.0266479,65.14706362,0.10401618,0.312073925,0.068495377,0.144353638,-0.003305571,0.002062473,0.329933549,0.303332736,0.008623177,0.002985845,0.002464979,0.002048308,0.007524234,0.001905887,0.000975084,0.0035123,0.634681434
38,Titanium,0.376040969,-0.005881729,0.559579396,0.058196661,72.81808261,0.040388614,0.032930593,0.042823743,0.037567082,0.022759724,0.013638429,0.031146403,0.015103456,0.044664442,0.022383258,0.024243831,72.73211886,0.108885844,0.319406775,0.067624273,0.126558117,0.003068375,0.005650769,0.329020685,0.317768642,0.008971289,0.002069077,0.003096516,0.001526051,-0.001110264,0.008693141,0.006298549,0.002048738,0.596856819
39,Titanium,0.40101981,0.054531626,0.56890211,0.041646122,74.40529655,0.039555311,0.0322374,0.04295668,0.036882394,0.023009841,0.013180327,0.031375534,0.014856174,0.046068518,0.025371342,0.031305133,72.56627701,0.12748255,0.50317375,0.067586221,0.138532499,0.008749707,0.019389613,0.330353796,0.314505485,0.008830264,0.001719366,0.002709596,0.001658168,0.00237043,0.00245093,0.001572958,0.002734267,0.642816494
40,Aluminum,0.396715724,0.047908293,0.558426796,0.056270711,72.91573177,0.039441377,0.031860017,0.04442241,0.037689784,0.02312841,0.018656858,0.03177892,0.01488889,0.056986179,0.042651504,0.049799709,71.82934308,0.135129891,0.576427013,0.068345548,0.130121,-0.000840725,0.00265905,0.33042596,0.302919964,0.008970617,0.003297353,0.001792006,0.002020675,0.003595201,0.002611794,0.001128146,0.005065829,0.636252839
41,Titanium,0.405525088,0.05087017,0.562034513,0.046645951,72.85831477,0.03946646,0.029789731,0.043665659,0.036936107,0.023084575,0.013704943,0.031468717,0.014837128,0.05174604,0.03702825,0.033591809,71.76897489,0.132565034,0.515322909,0.068167885,0.134410955,0.004644573,0.006909593,0.331680156,0.321932118,0.008947925,0.002684983,0.002475347,0.002508414,0.002826883,0.00261623,0.001526319,0.002949623,0.64092446
42,Steel,0.403937065,0.044582059,0.568664325,0.045140426,73.05092894,0.039547885,0.03121192,0.045044835,0.037713063,0.023593599,0.015505142,0.031571935,0.015025751,0.051570481,0.033300792,0.031006004,73.74081338,0.1241552,0.46980372,0.068497798,0.129949548,0.00307311,0.004887498,0.330470821,0.32140705,0.008799338,0.002325705,0.002749057,0.002599954,0.002224145,0.002813717,0.001874004,0.003175673,0.636807992
43,Steel,0.38761453,0.017655545,0.563601642,0.057473947,73.05742885,0.039785769,0.03319549,0.043467639,0.038396249,0.023283153,0.014098018,0.031307866,0.014988422,0.045630943,0.029379816,0.02675175,72.74062604,0.114065125,0.391818334,0.06816518,0.128648608,0.003649324,0.006642784,0.329442912,0.32462359,0.008907432,0.002141679,0.00282155,0.001924206,0.000843389,0.005328185,0.003146944,0.002718501,0.617316262
44,Titanium,0.400250908,0.050384158,0.562082582,0.044601607,73.56548438,0.03963474,0.031250376,0.042626508,0.036583542,0.022335978,0.013602671,0.031316529,0.014774977,0.048773338,0.030490666,0.038877882,72.97150089,0.133016031,0.546044965,0.067465667,0.135060986,0.004006234,0.007936138,0.330594557,0.306525417,0.008951556,0.002247839,0.002173738,0.001308922,0.002465737,0.002173693,0.001053231,0.002844281,0.638183776
45,Aluminum,0.368004188,-0.030891238,0.556503099,0.046291467,65.92405039,0.03973395,0.045332938,0.061266013,0.065059011,0.045332458,0.036850561,0.031261791,0.01616602,0.043638931,0.032469255,0.024382948,58.88554213,0.078839801,0.036118059,0.068336897,0.146870543,-0.013164187,-0.005020147,0.329314943,0.265804668,0.008240471,0.010079935,0.002461098,0.001577526,0.012847746,0.001160817,0.001006804,0.006737245,0.616499001
46,Steel,0.396052976,0.03952769,0.562567118,0.051336509,72.07726018,0.039416944,0.028644287,0.048296298,0.038104835,0.029125192,0.018250867,0.031505229,0.015315182,0.046713171,0.038988268,0.030759906,70.92257148,0.124844796,0.441150422,0.067923023,0.129325297,-0.001087182,0.001673577,0.329997762,0.299850874,0.008533391,0.006250747,0.002223513,0.002719939,0.00337697,0.002549993,0.002020378,0.007847131,0.63507657
47,Aluminum,0.373595321,-0.013044641,0.556504658,0.044973725,67.49470296,0.039709994,0.041441802,0.056957363,0.058086245,0.041444592,0.03259482,0.031489398,0.015955915,0.044741338,0.033287204,0.027143337,61.84198261,0.092818084,0.140226079,0.068383626,0.140147499,-0.010541813,-0.004220088,0.32943543,0.272332841,0.00842221,0.009864301,0.002451991,0.002005368,0.009567458,0.00139824,0.00121051,0.006450612,0.61898234
48,Titanium,0.379103244,-0.006311887,0.56785227,0.049155,75.29596171,0.040232555,0.035552344,0.045936126,0.042789468,0.023228485,0.015088366,0.031625097,0.015324446,0.053556938,0.01794891,0.025973343,73.74699865,0.109584806,0.300177447,0.06750621,0.128531173,0.004111209,0.006232182,0.330247479,0.296524411,0.009366486,0.001746614,0.002731976,0.001152041,-0.000602028,0.007716934,0.002777894,0.001623848,0.600024711
49,Titanium,0.387561027,0.02671252,0.578451942,0.019269444,75.25071232,0.039388217,0.03633701,0.042421893,0.037821795,0.022288604,0.013534394,0.0310319,0.014862989,0.050469041,0.007527949,0.030988576,71.86054669,0.11151847,0.389534737,0.066919559,0.134285592,0.003447601,0.005912613,0.332028275,0.291631073,0.008863041,0.000693573,0.002561011,0.000385806,0.000164011,0.002830786,0.001595309,0.0019741,0.620115263
50,Titanium,0.385067249,0.003089253,0.589217697,0.030889404,76.30911916,0.04005394,0.037872473,0.04317423,0.046772893,0.023152743,0.016644392,0.031464846,0.014877435,0.058652739,0.011796318,0.027648646,72.98283781,0.106008249,0.311880178,0.067384339,0.130184669,0.003064198,0.005143078,0.332712115,0.284152809,0.009222985,0.000867736,0.002470349,0.000202505,4.73E-05,0.005218437,0.002019934,0.001778137,0.613147662
51,Titanium,0.396324015,0.020282326,0.590268994,0.038371217,75.37790903,0.040252875,0.036289745,0.047057196,0.046861693,0.023960242,0.018451442,0.032862306,0.015250011,0.056069382,0.023760372,0.029254037,72.95601945,0.115877971,0.382564192,0.068104012,0.130135432,0.001669118,0.003649698,0.332845577,0.292451792,0.008971662,0.001269502,0.002289948,0.001117293,0.001296443,0.005546312,0.001877731,0.002555854,0.631478447
52,Titanium,0.382918546,0.001902785,0.564166393,0.079036305,73.28643877,0.040372447,0.032622016,0.044339291,0.039675963,0.023746266,0.015676822,0.031825734,0.015228436,0.044805683,0.030852311,0.024977729,72.86332751,0.112698527,0.342085675,0.067888736,0.127915885,0.00373627,0.006922305,0.329653556,0.312913219,0.009040994,0.002218004,0.002484488,0.001545523,0.000180124,0.007592342,0.004017636,0.00223813,0.607201908
53,Steel,0.386742565,0.023510733,0.566334009,0.070966075,73.0667189,0.040191873,0.028373826,0.046206152,0.037043807,0.027230693,0.014619973,0.031732873,0.015167534,0.042516383,0.039083564,0.025645484,73.77606152,0.120342717,0.433652694,0.068035563,0.127422233,0.001301325,0.005036584,0.329812163,0.311576444,0.008698098,0.002770612,0.002078005,0.002337493,0.001402571,0.007102428,0.002474734,0.005046299,0.6239174
54,Titanium,0.384522705,0.005893233,0.571772666,0.048492104,75.12380387,0.040013571,0.035312759,0.045006209,0.042705263,0.023342271,0.015958343,0.031612984,0.015116177,0.053412565,0.022134471,0.02705895,74.00326222,0.112280284,0.339952003,0.067772231,0.129196716,0.004180493,0.006317683,0.330338644,0.301506983,0.009152252,0.001866342,0.002645121,0.001398194,0.000326553,0.00575722,0.002513972,0.002028923,0.610074333
55,Aluminum,0.380902835,0.030538237,0.555064611,0.056731133,70.9785064,0.039560473,0.033955605,0.050925301,0.043673449,0.029100071,0.025682272,0.031449568,0.015380923,0.051107906,0.044045676,0.038180136,67.69698858,0.122169538,0.415395537,0.068421353,0.135214099,-0.005801365,-0.000240715,0.329717777,0.274272429,0.008867896,0.007607643,0.001832374,0.002241003,0.007468569,0.001925866,0.00070321,0.008311065,0.630200322
56,Steel,0.378524403,-0.019382553,0.558636052,0.059770818,68.57591768,0.040276218,0.029684233,0.056405543,0.049713215,0.034330832,0.025653164,0.030986553,0.016002109,0.044090529,0.043718002,0.023677526,66.02827753,0.096206352,0.161776932,0.066663171,0.132078744,-0.008044276,-0.004237133,0.329814396,0.302025129,0.008299596,0.008527296,0.002096321,0.00162509,0.00623149,0.002076219,0.00389699,0.006876128,0.616904402
57,Titanium,0.376284428,-0.020518529,0.578872306,0.052743279,75.67128744,0.043536812,0.030706588,0.048079752,0.041168654,0.023647477,0.014877339,0.033276643,0.015635752,0.048742426,0.020100824,0.023925702,72.88890192,0.109827844,0.255200486,0.067141097,0.127395581,0.004275199,0.006324152,0.330401858,0.285749142,0.009538414,0.001879699,0.002569217,0.001050998,-0.001582975,0.01140134,0.002823683,0.001288492,0.594073394
58,Steel,0.348829648,-0.062376135,0.551916046,0.052884332,66.47993553,0.041388316,0.029017961,0.061314857,0.058160178,0.042468012,0.031934851,0.030718253,0.016980522,0.043091724,0.039481824,0.021423149,64.17658774,0.083436527,-0.020262772,0.065108896,0.129213414,-0.016232117,-0.012105252,0.329164216,0.257311142,0.008029593,0.016047761,0.001380511,0.001118936,0.006932556,0.001446133,0.004875061,0.010398982,0.584657709
59,Steel,0.38121472,0.007980537,0.560055903,0.073000385,70.51636021,0.040527832,0.028214642,0.051936683,0.040387238,0.029539928,0.016957763,0.031076397,0.015816165,0.045001322,0.041763476,0.02591674,70.21931069,0.114683645,0.336863372,0.067245977,0.1291394,-0.00508929,-0.002501942,0.329876998,0.305570058,0.008571075,0.005248893,0.002200511,0.002255027,0.003045392,0.002753942,0.004061337,0.006728023,0.626709432
60,Steel,0.378581478,-0.010117966,0.557837902,0.052963847,69.30168585,0.040131916,0.029557967,0.053690271,0.048363313,0.03541145,0.025859167,0.03125208,0.015830541,0.045013151,0.041674953,0.026437256,67.06020476,0.104838561,0.207090408,0.066930162,0.129757317,-0.007088694,-0.003585278,0.329832697,0.290625048,0.008399655,0.010299901,0.002152707,0.001919741,0.005392401,0.002037414,0.002932594,0.007822631,0.613095713
61,Titanium,0.406763371,0.049170271,0.566992101,0.044838087,73.81684118,0.039708579,0.035096138,0.046879123,0.041545121,0.023577708,0.0167543,0.033785276,0.01533647,0.053648704,0.032173493,0.036031954,73.18379334,0.126879342,0.488419119,0.068545404,0.13016255,0.000890314,0.002700521,0.330834021,0.310852603,0.00875703,0.001960574,0.002369986,0.002136421,0.002328799,0.002994059,0.00177029,0.003226488,0.645940741
62,Titanium,0.399309007,0.048759374,0.559724219,0.043594793,73.00495344,0.039447819,0.029686769,0.042830614,0.036298145,0.022012903,0.013648704,0.031285635,0.014760384,0.05533405,0.034776766,0.043609062,72.53365037,0.143267104,0.572467501,0.067367017,0.134349272,0.004073061,0.009853766,0.331829888,0.309050849,0.009018724,0.00283229,0.001947575,0.001681384,0.002502142,0.002242771,0.000647984,0.002846186,0.634235957
63,Steel,0.39489832,0.017476102,0.558797581,0.118908659,70.57935884,0.040621078,0.028645589,0.052626815,0.037344454,0.024920449,0.013953503,0.030620595,0.015642706,0.044356017,0.045928064,0.025224349,70.28614803,0.112651904,0.372718021,0.067995481,0.12991889,-0.003945562,-0.000159755,0.329456723,0.335794127,0.008589014,0.002680124,0.002575229,0.002471751,0.002988607,0.003742092,0.007014379,0.005293603,0.637565508
